symbol,ret_20,amp_1,vol_20,log_amount_20,turnover_20,log_price,rk_price,rk_ret20,rk_vol20,rk_logamt20,rk_turn20,rk_floatcap,rk_upper_shadow,rk_lower_shadow,rk_body,rk_rev_ratio,score
300027,-0.14473684210526305,0.0820512820512819,0.0431456608864664,19.374262747457912,0.04918779642685135,0.6678293725756554,0.003009027081243731,0.05616850551654965,0.8134403209628887,0.36810431293881646,0.7071213640922769,0.041123370110330994,0.8535606820461384,0.9332998996990973,0.8625877632898696,0.7963891675025075,-2.7160335955138373
301600,-0.11443674548182015,0.04315560216181329,0.028941103363016984,19.30227000761324,0.05611552769037618,4.8200396008500555,0.9679037111334002,0.10732196589769308,0.5396188565697091,0.3410230692076229,0.7632898696088265,0.0320962888665998,0.3119358074222668,0.8114343029087262,0.8465396188565697,0.8686058174523571,-2.733117742206745
002747,-0.02020618556701026,0.04208754208754208,0.02068112537665055,20.29826250651799,0.03351961978962069,3.168003494494444,0.6163490471414242,0.4744232698094283,0.29689067201604813,0.7071213640922769,0.5396188565697091,0.8234704112337011,0.26078234704112335,0.8134403209628887,0.8515546639919759,0.8886659979939819,-2.744174281519272
301500,0.19176398279041185,0.06859205776173276,0.0707868389793551,19.874320031092665,0.15205212724178413,2.9647574692545606,0.5396188565697091,0.9408224674022067,0.9899699097291875,0.563691073219659,0.9859578736208626,0.014042126379137413,0.7612838515546639,0.9037111334002006,0.8555667001003009,0.8034102306920762,-2.7447102888191233
300127,-0.0008883624518803979,0.04653230586840546,0.037405720915108194,20.133230593274828,0.06892890917420247,3.5186840771178223,0.7492477432296891,0.5797392176529589,0.7321965897693079,0.6559679037111334,0.843530591775326,0.13841524573721165,0.6579739217652959,0.7683049147442327,0.8485456369107321,0.6860581745235708,-2.777668325709495
688063,0.005733005733005836,0.05146579804560267,0.028261169657441725,20.050463919762386,0.03327420846482946,4.117409835153096,0.8896690070210632,0.6078234704112337,0.5115346038114343,0.6268806419257773,0.5386158475426279,0.6760280842527583,0.6258776328986961,0.8244734202607823,0.843530591775326,0.7552657973921765,-2.817254495887734
300352,-0.05128205128205121,0.07472178060413365,0.02776707938029148,20.097201395972476,0.06116976504043305,1.8389610707123492,0.12738214643931794,0.3340020060180542,0.49047141424272817,0.6429287863590772,0.802407221664995,0.15245737211634905,0.847542627883651,0.9117352056168505,0.839518555667001,0.753259779338014,-2.908582314249234
300761,-0.047663992449268555,0.04261645193260651,0.016736166036312575,19.08837618832927,0.015554252394975552,3.004692014925463,0.5536609829488466,0.3550651955867603,0.1995987963891675,0.25275827482447344,0.19257773319959878,0.5075225677031093,0.3721163490471414,0.7923771313941825,0.847542627883651,0.8194583751253761,-2.913027791727435
688567,-0.1018633540372671,0.04080221300138311,0.023955232699176633,19.467441903724815,0.015012485456586205,2.671386216730619,0.4082246740220662,0.1374122367101304,0.37713139418254765,0.40521564694082246,0.18054162487462388,0.7933801404212638,0.29187562688064195,0.7903711133400201,0.8324974924774323,0.8445336008024072,-2.9297509412322595
000902,0.043233082706766846,0.055255255255255147,0.024131889616356293,19.259847862764293,0.01221348917207287,2.8124102164264526,0.4724172517552658,0.7632898696088265,0.38214643931795383,0.31995987963891676,0.11033099297893681,0.8375125376128385,0.7843530591775326,0.8104312938816449,0.8294884653961886,0.645937813440321,-2.9329867625872628
002125,-0.06551724137931025,0.04354243542435423,0.03061796278772749,19.91090864523466,0.04832329164344425,2.60638654732571,0.37612838515546637,0.2728184553660983,0.5827482447342026,0.5787362086258776,0.6970912738214644,0.18355065195586762,0.34002006018054165,0.8084252758274825,0.8375125376128385,0.8455366098294884,-2.987050096647015
605020,0.0076979472140761285,0.045471080392870136,0.023487818721545633,19.805301870495718,0.02826412433575176,3.3138223021771545,0.6765295887662989,0.6208625877632898,0.3650952858575727,0.5336008024072216,0.4633901705115346,0.5997993981945837,0.46238716148445336,0.8034102306920762,0.8385155466399198,0.7923771313941825,-3.0232329753203024
300910,-0.0956306677658697,0.04521422060164091,0.02333713451438268,19.337501161518283,0.020397663420959604,4.00460218672124,0.8741223671013039,0.1534603811434303,0.35707121364092276,0.3550651955867603,0.31795386158475425,0.4092276830491474,0.27883650952858574,0.835506519558676,0.8254764292878636,0.9007021063189569,-3.028876662877821
301510,-0.006174496644295258,0.04619124797406809,0.022927181665992828,19.97666437284814,0.0443387650834151,3.6114583071453517,0.7713139418254764,0.5546639919759278,0.34503510531594783,0.6078234704112337,0.6539618856569709,0.324974924774323,0.3741223671013039,0.8254764292878636,0.8164493480441324,0.8645937813440321,-3.051123283586498
000737,0.022727272727272707,0.05802469135802466,0.0527903851464697,21.701514929423634,0.08100237534752257,2.785011242238338,0.462888665997994,0.6890672016048145,0.9097291875626881,0.9729187562688064,0.9067201604814443,0.9679037111334002,0.6439317953861585,0.8756268806419257,0.8014042126379137,0.8184553660982948,-3.081291694455481
002537,0.0044296788482836025,0.0374862183020948,0.02413214335393869,19.975789040615986,0.0452650866768706,2.2049722641270453,0.2291875626880642,0.6018054162487463,0.3831494483450351,0.6058174523570712,0.6670010030090271,0.3550651955867603,0.31544633901705116,0.7397191574724172,0.8124373119358074,0.7893681043129388,-3.122201544614481
600163,0.07052441229656403,0.027027027027027053,0.026679210774604764,19.26210163056733,0.020887202712528044,1.7783364488959144,0.10732196589769308,0.8214643931795386,0.4674022066198596,0.3229689067201605,0.3279839518555667,0.3981945837512538,0.03510531594784353,0.6990972918756269,0.8084252758274825,0.9408224674022067,-3.1259475015444114
300607,-0.08797564687975645,0.03971962616822422,0.024440147764291327,20.169364068600277,0.05316007252944806,3.3998631586490187,0.7146439317953862,0.18254764292878636,0.3971915747241725,0.6619859578736209,0.7362086258776329,0.2948846539618857,0.2723169508525577,0.7803410230692076,0.835506519558676,0.8535606820461384,-3.1728408267448835
601636,0.1430817610062891,0.03988995873452546,0.030022625967505948,19.97044136069616,0.02348669707183794,1.9837562915454279,0.1675025075225677,0.9107321965897693,0.567703109327984,0.60481444332999,0.3741223671013039,0.892678034102307,0.571715145436309,0.7061183550651956,0.827482447342026,0.6389167502507522,-3.1744398151155573
